,Text,Account Tags,Hashtags,Sentiment,Emotions
57274,"“The Earth is what we all have in common.” —Wendell Berry
Happy Earth Day 🌎 #earthday  ",Uknown,earthday,POSITIVE,joy
57279,"We are all responsible for taking care of the Earth – not only for ourselves, but for generations to come. Happy EarthDay 2022! 🌍 ",Uknown,EarthDay,POSITIVE,optimism
57281," Happy EarthDay. Our partnership with  has meant YOUR purchases have protected over a massive 28,000 trees and counting. 🌎 ","ToTheStarsMedia,wearetr1be",EarthDay,POSITIVE,joy
57288,"“The Earth is what we all have in common.” —Wendell Berry
Happy Earth Day 🌎 #earthday

Carla Landry - Broker
Century 21 Lakeland
Moving you since 1992!
780-887-3777  ",Uknown,earthday,POSITIVE,joy
57293,"“The Earth is what we all have in common.” —Wendell Berry
Happy Earth Day 🌎 #earthday  ",Uknown,earthday,POSITIVE,joy
57295,"“The Earth is what we all have in common.” —Wendell Berry
Happy Earth Day 🌎 #earthday  ",Uknown,earthday,POSITIVE,joy
57298," ""No wasted food, no wasted paper, no wasted words: this #WorldEarthDay Jack Monroe teams up with Twitter to create a no-waste cookbook to eradicate food waste.""

Sounds great to us! 🌍 Read more 👉🏻 

  EarthDay EarthDay2022","LFHW_UK,BootstrapCook,veganfoodliving","WorldEarthDay,EarthDay,EarthDay2022",POSITIVE,optimism
57308,"It's Earth Day, so let's go flying! 😍✈️

#unitedairlines #beingunited #pilot #boeing #boeing737 #b737 #virtualua #airplane #msfs2020 #fsx #p3d #xplane11 #planespotting #aviation #virtualairline #vatsim #flightsim #instaplane #avgeek #crewlife #flying #earthday ",Uknown,"unitedairlines,beingunited,pilot,boeing,boeing737,b737,virtualua,airplane,msfs2020,fsx,p3d,xplane11,planespotting,aviation,virtualairline,vatsim,flightsim,instaplane,avgeek,crewlife,flying,earthday",NEGATIVE,joy
57311,"In honour of #earthday2022 we’ve gathered some of our favourite #walkerglass projects that are helping to protect our natural world. See the lineup at  
Happy Earth Day! 🌎

#InvestInOurPlanet
#sustainabledevelopment #greenbuilding #AviProtek #WakerTextures ",Uknown,"earthday2022,walkerglass,InvestInOurPlanet,sustainabledevelopment,greenbuilding,AviProtek,WakerTextures",POSITIVE,joy
57323," In honor of EarthDay2022🌍, ’s  talks about why #climate adaptation and resiliency strategies are crucial for #foodsecurity and #nutrition, particularly for people experiencing #poverty: 

📺 Watch now:
 ","JPAL,JPAL_SA,kaktanya","EarthDay2022,climate,foodsecurity,nutrition,poverty",POSITIVE,optimism
57325,"Happy Earth Day! In honor of our beautiful planet, I've compiled a list of my favorite plant-based restaurants in Los Angeles. (If I missed any good ones, please lmk!)#LosAngeles #vegan #plantbased 🌎🌱
 

 Going here tonight! 
","puravita_la,littlepinefood,thekindsage,VeggieGrill","LosAngeles,vegan,plantbased",POSITIVE,joy
57326,"Happy EarthDay everyone! IRC’s mission since 2005 is to restore, protect, and enhance ecological health of urban wildlands. Thanks to our partners and volunteers for helping us year after year! Take some time today to enjoy nature and wildlife out on the lands 💚 ",Uknown,EarthDay,POSITIVE,joy
57336,"“The Earth is what we all have in common.” —Wendell Berry
Happy Earth Day 🌎 #earthday

Check out our website at  or call Bo at 250-878-3878  ",Uknown,earthday,POSITIVE,joy
57346,"“The Earth is what we all have in common.” —Wendell Berry
Happy Earth Day 🌎 #earthday  ",Uknown,earthday,POSITIVE,joy
57351,"Happy Earth Day! 🌍

On this day, we are connected now more than ever. 

From the cities to the mountains. From the land to the oceans. We are all united by our planet and together we are stronger. 

EarthDay2022 #DiviResorts #divicares #divibreak #planet #earth ",Uknown,"EarthDay2022,DiviResorts,divicares,divibreak,planet,earth",POSITIVE,optimism
57353,"More than 1 billion people in 192 countries participate in Earth Day🌎 activities annually. Today, we're highlighting simple ways to #InvestInOurPlanet and make a change. For more information and a full list of actions and tips to make a difference, visit  ",Uknown,InvestInOurPlanet,POSITIVE,optimism
57362," Hey 👋  we have 10.000$
in our token $IXT set aside for you 🌍
Do you have a #web3 wallet? If not we’d love to help you set one up ❤️
#investinourplanet #planetixsupports ","Planetix0,EarthDay","web3,investinourplanet,planetixsupports",NEGATIVE,joy
57369," It's this simple! “Hurt not the earth, neither the sea, nor the trees.” Revelations 7:3 
EarthDay🌎 EarthDayEveryDay🌍 ",LadyTeapots,"EarthDay,EarthDayEveryDay",POSITIVE,optimism
57374,"“The Earth is what we all have in common.” —Wendell Berry
Happy Earth Day 🌎 #earthday

Adrian Schokman
416.803.0392  ",Uknown,earthday,POSITIVE,joy
57383, I get lost in the peacefulness of our beautiful Mother Earth. All the beauty she has to share with us. #Everydayisearthday because if we don’t protect &amp; care for her then what will our future generations have left🕊🫶🏼🌎 EarthDay EarthDay2022 #DoBetter ,pal_diosa,"Everydayisearthday,EarthDay,EarthDay2022,DoBetter",POSITIVE,optimism
57384,"Our energy workers &amp; engineers are going to get laid off if we embark down this path
Not helpful... 

Sacrificing ourselves to the climate gods is insane!
We could be more helpful by supplying the world with clean-burning LNG EarthDay 🍁 ",Uknown,EarthDay,NEGATIVE,anger
57391," It's here! Just in time for EarthDay our #GreenMatchFund campaign via  is live! 🙌

This is your chance to double your impact and plant twice as many trees at no extra cost to you. Help us create #HealthierCities across the world today 🌏

Donate:
 ","TreesforCities,BigGive","EarthDay,GreenMatchFund,HealthierCities",POSITIVE,optimism
57397,"Delicious vegan lemon and white chocolate cookies?! Yes please ✅ 

Check out the recipe from local vegan cake maker &amp; make a planet-friendly tasty treat this EarthDay 🌎

",Uknown,EarthDay,POSITIVE,joy
57405,"It's Earth Day, my Birthday and MINT DAY! #CryptoWhaleClan this is the day we have all been waiting for! 

Minting is live! 
80 MATIC on the Polygon network.
⚠️ METAMASK IS HAVING ISSUES FYI ⚠️

I want to give some people money and make donations for trees and the ocean!

✌🏼❤️🐳",Uknown,CryptoWhaleClan,POSITIVE,joy
57413,"This EarthDay 🌎, Kaiser Permanente continues to take bold actions to reduce our environmental impact and improve the total health of our members &amp; communities. Read more about our progress and the path ahead:  #ClimateChangesHealth ",Uknown,"EarthDay,ClimateChangesHealth",POSITIVE,optimism
57419," Happy EarthDay! 🌎

We love our planet, which is why sustainability is part of our essence – we take it seriously. At Metropolitan Touring, we do everything we can to respect the environment. 💙

Learn more about our sustainability efforts here:  ",MetroTouring,EarthDay,POSITIVE,optimism
57424,Day 5 ♻️💚EarthDay 🌱♻️over  Instagram #FunkoPhotoADayChallenge ,OriginalFunko,"EarthDay,FunkoPhotoADayChallenge",NEGATIVE,joy
57425,Happy EarthDay 🌲🌳❤️🌎 ,Uknown,EarthDay,POSITIVE,joy
57431,"Happy EarthDay 🌎 Did you know 40% of food in the US goes in the trash? Our partner, , is working to change that! They collect food across the Valley and donate it. We joined them to pick-up 50 meals at  Watch the full video:  ","wastenotaz,HotelValleyHo",EarthDay,POSITIVE,optimism
57435,"🌏 Happy Earth Day! 🌏 How are you celebrating our planet today? 

 What are some of your favorite environmental organizations and nonprofits?

#earthday2022 ",Uknown,earthday2022,POSITIVE,joy
57441, Sending love from the little blue planet to the pale blue dot on EarthDay 🌍✨ ,helloclangers,EarthDay,POSITIVE,joy
57443,"Happy Earth Day! 🌏🌎🌍

#tommiesabroad #beyondthearches #earthday ",Uknown,"tommiesabroad,beyondthearches,earthday",POSITIVE,joy
57446,🌎 🐕  Steve's Real Food works to create food that is great for your pet AND the ground they walk on! Click the link to learn more  EarthDay ,Uknown,EarthDay,POSITIVE,joy
57447,"Happy Earth Day!

 Get outside, enjoy your day, and live in the moment! 💚🌳🌞
#bdh #bluediamondherbs ",Uknown,"bdh,bluediamondherbs",POSITIVE,joy
57448,"“I only feel angry when I see waste. When I see people throwing away things we could use.” —Mother Teresa

#saveourplanet #savetheplanet #loveearth #earthday🌎 #happyearthday🌎 #worldearthday #saveearth #earthdayeveryday #earthday2020 #happyearthday ",Uknown,"saveourplanet,savetheplanet,loveearth,earthday,happyearthday,worldearthday,saveearth,earthdayeveryday,earthday2020,happyearthday",NEGATIVE,optimism
57450,"Native forests🌳 cover +50% of Ecuador's continental land, of which 74 % is in the #Amazon region.

See how the country is working to protect its #forests, its biodiversity, and the well-being of the communities that live in them. 👇



EarthDay",Uknown,"Amazon,forests,EarthDay",POSITIVE,optimism
57457,"Number 2 on our #Top10 list of most asked-about items are disposable propane tanks, which are easy to buy but tricky to dispose of safely. 

The good news is that they are priority items for inclusion in a recycling program!  EarthDay ♻️🌎🔥 ",Uknown,"Top10,EarthDay",POSITIVE,joy
57461, It's EarthDay and Pig-Pen has some reminders! 🌎 ,DorneyParkPR,EarthDay,NEGATIVE,joy
57466,"“The Earth is what we all have in common.” —Wendell Berry
Happy Earth Day 🌎 #earthday ",Uknown,earthday,POSITIVE,joy
57468,"Happy Earth Day! 🌍

On this day, we are connected now more than ever. 

From the cities to the mountains. From the land to the oceans. We are all united by our planet and together we are stronger. 

EarthDay2022 #DiviResorts #divicares #divibreak #planet #earth ",Uknown,"EarthDay2022,DiviResorts,divicares,divibreak,planet,earth",POSITIVE,optimism
57473,"Happy Earth Day, everyone! 🌎 🌱

#primorv #ottawa ",Uknown,"primorv,ottawa",POSITIVE,joy
57479,EarthDay2022 is happening at ! Students were invited to dress up in their best recycled Earth Day outfit and also create a recycled craft project! Check out the creative projects here.  🌎 ,"WVEBeagles,LibraryWoodview",EarthDay2022,POSITIVE,joy
57480,"🌊 Earth Is Our Home
🌱 With Infinite Beauty
🌎 Happy Earth Day

Vijay Sharma | Remax Dream Home Realty
realtorvj1.com | (604) 614-4141

#realty #homes #property #home #eco #friendly #green #ecofriendly ",gmail,"realty,homes,property,home,eco,friendly,green,ecofriendly",POSITIVE,joy
57494," Our #1Day1Thing  event kicks-off today at Fairmount Park 🌱 marking EarthDay22.
Mochi and I are getting warmed up.
We picked-up trash around the neighborhood and on a nearby trail. It’s our #1Day1Thing
#LifeAtAudacy
EarthDay2022
EarthDay
#Philadelphia 
 ","NakanoDenise,Audacy,KYWNewsradio","1Day1Thing,EarthDay22,1Day1Thing,LifeAtAudacy,EarthDay2022,EarthDay,Philadelphia",POSITIVE,joy
57499,Happy EarthDay. Time to enjoy some Bird Dog Whiskey the way it was meant to be — outside with some of your best friends. 🌎🌳🍎🥃 ,Uknown,EarthDay,POSITIVE,joy
57507,"“The Earth is what we all have in common.” —Wendell Berry
Happy Earth Day 🌎 #earthday  ",Uknown,earthday,POSITIVE,joy
57508,"Caring isn’t limited to our local communities! We can show our planet we care, too! 🌍  How can you take steps to care for Earth today? EarthDay ",Uknown,EarthDay,POSITIVE,optimism
57510,"National earth day is celebrated to promote ways to keep the earth healthy and livable. As citizens of the earth we need to take action in protecting earth, its creatures, and its natural habitats. 👽
#NationalEarthDay #BGCL #ProtectTheEarth ",Uknown,"NationalEarthDay,BGCL,ProtectTheEarth",POSITIVE,optimism
57512,"Marketing  - “Let’s promote the destruction of fragile riparian habitat to sell our new EV Hummer… On Earth Day!”

Literally everyone - 🤯

#takeyourhummerandblowme
#idiots 
EarthDay2022 ",GMC,"takeyourhummerandblowme,idiots,EarthDay2022",NEGATIVE,anger
57513,Happy Earth Day from your friends at Trader Interactive! 🌳🌎🍃 #BeMindful ,Uknown,BeMindful,POSITIVE,joy
57522,"“The Earth is what we all have in common.” —Wendell Berry
Happy Earth Day 🌎 #earthday  ",Uknown,earthday,POSITIVE,joy
57529,"“The Earth is what we all have in common.” —Wendell Berry
Happy Earth Day 🌎 #earthday

  ",Uknown,earthday,POSITIVE,joy
57544, It’s fitting that #ICAIS2022 takes place on Earth Day! We’ve spent the week sharing knowledge and collaborating about how we can protect our natural spaces from invasive species. 🌎 ,ICAISorg,ICAIS2022,POSITIVE,optimism
57548," On the road to renewable energy, carbon capture &amp; storage will play a fundamental role. See how it works in this 60-second video. ⤵️ 

#LANLsustainability EarthDay ",LosAlamosNatLab,"LANLsustainability,EarthDay",POSITIVE,optimism
57551," Happy EARTH DAY 2022 !
By the way non of these places exist anywhere on the Earth, these are my Artificial Intelligence assisted Digital Drawings 🎨
#nft EarthDay2022 #raribleNFTs ",a_cyber_artist,"nft,EarthDay2022,raribleNFTs",NEGATIVE,joy
57554,"#ClimateChange is a global emergency, requiring urgent commitment and action. 

Learn how Poly is using our force for good 👉 

EarthDay #InvestInOurPlanet ",Uknown,"ClimateChange,EarthDay,InvestInOurPlanet",NEGATIVE,optimism
57555,"Happy Earth Day, everyone! 🌎 🌱

#fergusonrvworld #earthday2022 #stthomasontario ",Uknown,"fergusonrvworld,earthday2022,stthomasontario",POSITIVE,joy
57560,"Good for You 👨‍👩‍👦
Good for your Clothes 👔👚
Good for the Planet 🌍🌲

With Martinizing, everyday is Earth Day!
EarthDay EarthDay2022 #HappyEarthDay ",Uknown,"EarthDay,EarthDay2022,HappyEarthDay",POSITIVE,joy
57561,"Happy EarthDay. 🤪

  ","vhemtdotorg,lesuknight",EarthDay,POSITIVE,joy
57573,"In honor of Earth Day, we’re sharing some home recycling tips! 🌎♻️

If you’re looking to maintain an organized home while helping to keep the environment clean, conserve resources &amp; cut down on pollution, visit our blog to learn more: 

#hbc #earthday2022 ",Uknown,"hbc,earthday2022",POSITIVE,optimism
57574,"In honor of Earth Day, we’re sharing some home recycling tips! 🌎♻️

If you’re looking to maintain an organized home while helping to keep the environment clean, conserve resources &amp; cut down on pollution, visit our blog to learn more: 

#hbc #earthday2022 ",Uknown,"hbc,earthday2022",POSITIVE,optimism
57584,"In honor of Earth Day, we’re sharing some home recycling tips! 🌎♻️

If you’re looking to maintain an organized home &amp; help to keep the environment clean, conserve resources &amp; cut down on pollution, visit our blog to learn more: 

#swmc #earthday2022 ",Uknown,"swmc,earthday2022",POSITIVE,optimism
